"term"	"estimate"	"std.error"	"statistic"	"p.value"
"(Intercept)"	2.15938692795689	0.0804586603452799	26.8384648549964	3.62902360820246e-78
"distance"	0.412205594967046	0.0891082382137555	4.62589770856242	5.79306674845746e-06
"time_difference_c2_c1"	0.000689841957303471	0.0744970661771797	0.00925998824789676	0.992618542155562
"pop_ratio"	0.0174317850088703	0.122344448979695	0.142481209031098	0.886806185654319
"percent_c2_migrants_from_c1"	-0.0426878865250106	0.109964540497269	-0.388196834470204	0.698176274287152
"percent_c1_migrants_from_c2"	-0.0397264674958078	0.153457710718163	-0.25887566880734	0.795928420468014
"percent_migrants_dest_c1"	0.0641995510462052	0.0983510584915435	0.652759126651649	0.514466972398981
"percent_migrants_dest_c2"	-0.058184356407939	0.103064576873564	-0.564542718487238	0.572853530654243
"gdpcap_ratio"	1.171248525824	0.171700026772811	6.82148132320195	5.90179624495338e-11
"rta"	0.215627785972413	0.10981282473451	1.96359383791217	0.0506033020720344
"tradeflowcap"	0.109476427947285	0.108404330611429	1.00988980172479	0.313452251893624
"percent_conflicts_c1_to_c2"	-0.0323697422776759	0.100261029273509	-0.32285467755744	0.747055181756177
"percent_conflicts_c2_to_c1"	0.0877204301320369	0.0931324216494929	0.941889286012295	0.347091292204929
"linguistic_distance"	0.145880095239831	0.0774868398191382	1.88264349895195	0.0608238527103131
