"term"	"estimate"	"std.error"	"statistic"	"p.value"
"(Intercept)"	1.87584379825443	0.0955899789648376	19.6238540751689	7.9871976288538e-41
"pop_ratio"	0.265900441496008	0.196406839984594	1.35382475231955	0.178123365727614
"linguistic_distance"	-0.0779913272912674	0.0932497963214994	-0.836369947901816	0.404469845277794
"distance"	0.431901972361881	0.107915593992625	4.00222022028991	0.000104443279727588
"time_difference_c2_c1"	-0.334646381842412	0.0904831739367464	-3.69843770153721	0.000317998895377048
"percent_conflicts_c1_to_c2"	-0.153693813835381	0.103508968533626	-1.48483572015745	0.139989701534357
"percent_conflicts_c2_to_c1"	0.0918632178059267	0.141594801292454	0.648775357339495	0.517619309834913
"tradeflowcap"	0.117288488348537	0.132225388722388	0.887034551244832	0.376685900834993
"rta"	0.656771059027649	0.147643819464108	4.44834779682267	1.82933018984905e-05
"gdp_ratio"	-0.466759590805236	0.229758520942303	-2.03152243882371	0.0442245680615125
"gdpcap_ratio"	1.09014937612434	0.209525770890712	5.20293695372182	7.37216852227462e-07
"percent_c2_migrants_from_c1"	-0.107886560920628	0.124429647234319	-0.867048676248854	0.387500736453607
"percent_c1_migrants_from_c2"	-0.047831850179078	0.145110540620471	-0.329623540609496	0.74221090291387
"percent_migrants_dest_c1"	0.000151081016560073	0.114055438761557	0.00132462790201457	0.998945115201111
"percent_migrants_dest_c2"	0.169187657286113	0.130701514887049	1.29445827335914	0.197784312190146
